CodigoTerritorial,Departamento,Provincia,Municipio,CodigoRecinto,RecintoNombre,RecintoDireccion,NumMesas,CodigoActa,NroMesa,VotantesHabilitados,PapeletasAnfora,PapeltasNoUtilizadas,P1,P2,P3,P4,VotosValidos,VotosBlancos,VotosNulos,Observaciones,,AperturaHora,AperturaMinutos,CierreHora,CierreMinutos
40101,Oruro,Cercado,Oruro,4010102470,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,17,4010102470004,4,108,107,1,13,17,36,36,102,5,0,,,8,4,16,44
40101,Oruro,Cercado,Oruro,4010102470,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,17,4010102470005,5,782,682,100,10,57,1,549,617,31,34,Papeletas no autorizadas: Cómputo de votos realizados en papeletas que no cuentan con las medidas de seguridad o el diseño oficial del OEP.,,8,3,16,3
40101,Oruro,Cercado,Oruro,4010102470,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,17,4010102470006,6,564,502,62,4,10,46,428,488,10,4,,,8,2,16,56
40101,Oruro,Cercado,Oruro,4010102470,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,17,4010102470007,7,507,445,62,51,66,109,197,423,12,10,,,8,1,16,26
40101,Oruro,Cercado,Oruro,4010102470,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,17,4010102470008,8,548,491,57,40,27,172,159,398,40,53,,,8,0,16,55
40101,Oruro,Cercado,Oruro,4010102470,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,17,4010102470009,9,889,724,165,21,89,156,288,554,123,47,,,8,0,16,57
40101,Oruro,Cercado,Oruro,4010102470,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,17,4010102470010,10,907,816,91,7,34,290,327,658,82,76,,,8,4,17,48
40101,Oruro,Cercado,Oruro,4010102470,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,17,4010102470011,11,975,827,148,64,30,307,321,722,19,86,,,8,3,16,51
40101,Oruro,Cercado,Oruro,4010102470,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,17,4010102470012,12,846,662,184,70,111,0,367,548,90,24,,,8,2,16,26
40101,Oruro,Cercado,Oruro,4010102470,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,17,4010102470013,13,749,632,117,21,88,112,284,505,114,13,,,8,3,16,16
40101,Oruro,Cercado,Oruro,4010102470,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,17,4010102470014,14,732,594,138,34,104,69,237,444,95,55,,,8,2,16,16
40101,Oruro,Cercado,Oruro,4010102470,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,17,4010102470015,15,10,10,0,0,2,2,6,10,0,0,,,8,2,16,52
40101,Oruro,Cercado,Oruro,4010102470,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,17,4010102470016,16,810,704,106,1,33,33,559,626,67,11,,,8,1,16,12
40101,Oruro,Cercado,Oruro,4010102470,U.E. Tocnico Humanostico San Rafael,Av. Los Molles lado Sud Posgrado Agronomia UMSS.,17,4010102470017,17,996,831,165,106,96,310,251,763,29,39,,,8,0,16,0
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487001,1,369,350,19,19,30,76,198,323,27,0,,,8,2,16,54
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487002,2,177,168,9,13,34,14,96,157,9,2,,,8,4,16,46
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487003,3,604,496,108,44,66,21,230,361,75,60,,,8,3,16,24
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487004,4,645,609,36,63,51,160,277,551,25,33,,,8,3,16,53
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487005,5,306,258,48,25,6,12,159,202,29,27,,,8,1,16,11
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487006,6,17,17,0,0,1,2,12,15,1,1,,,8,1,16,40
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487007,7,348,326,22,1,14,114,155,284,27,15,,,8,2,16,0
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487008,8,639,610,29,57,32,24,464,577,18,15,,,8,3,16,59
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487009,9,346,292,54,2,29,22,169,222,51,19,,,8,1,16,42
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487010,10,684,591,93,65,58,128,325,576,11,4,,,8,1,16,30
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487011,11,188,185,3,20,3,42,109,174,11,0,,,8,1,16,30
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487012,12,780,674,106,24,71,186,293,574,78,22,,,8,2,16,54
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487013,13,32,30,2,2,5,5,14,26,3,1,,,8,3,16,34
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487014,14,634,534,100,25,61,134,225,445,35,54,,,8,3,16,22
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487015,15,295,292,3,8,60,61,139,268,8,16,,,8,4,16,36
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487016,16,832,819,13,53,28,239,345,665,129,25,,,8,3,16,23
40102,Oruro,Cercado,Caracollo,4010202487,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,17,4010202487017,17,562,442,120,42,85,124,111,362,55,25,,,8,4,16,21
40103,Oruro,Cercado,El Choro,4010302504,Unidad Educativa Nataniel Aguirre,Av Benemeritos del Chaco y Calle Walter Rocha,12,4010302504001,1,20,20,0,1,3,7,7,18,2,0,,,8,4,16,25
40103,Oruro,Cercado,El Choro,4010302504,Unidad Educativa Nataniel Aguirre,Av Benemeritos del Chaco y Calle Walter Rocha,12,4010302504002,2,890,778,112,79,114,260,231,684,57,37,,,8,4,16,0
40103,Oruro,Cercado,El Choro,4010302504,Unidad Educativa Nataniel Aguirre,Av Benemeritos del Chaco y Calle Walter Rocha,12,4010302504003,3,122,113,9,5,16,43,39,103,1,9,,,8,2,16,14
40103,Oruro,Cercado,El Choro,4010302504,Unidad Educativa Nataniel Aguirre,Av Benemeritos del Chaco y Calle Walter Rocha,12,4010302504004,4,26,24,2,3,0,6,14,23,0,1,,,8,4,16,39
40103,Oruro,Cercado,El Choro,4010302504,Unidad Educativa Nataniel Aguirre,Av Benemeritos del Chaco y Calle Walter Rocha,12,4010302504005,5,331,315,16,29,61,17,185,292,19,4,,,8,2,16,26
40103,Oruro,Cercado,El Choro,4010302504,Unidad Educativa Nataniel Aguirre,Av Benemeritos del Chaco y Calle Walter Rocha,12,4010302504006,6,125,109,16,4,15,11,49,79,18,12,,,8,0,16,20
40103,Oruro,Cercado,El Choro,4010302504,Unidad Educativa Nataniel Aguirre,Av Benemeritos del Chaco y Calle Walter Rocha,12,4010302504007,7,392,343,49,30,11,77,196,314,19,10,,,8,2,16,39
40103,Oruro,Cercado,El Choro,4010302504,Unidad Educativa Nataniel Aguirre,Av Benemeritos del Chaco y Calle Walter Rocha,12,4010302504008,8,57,49,8,0,10,6,32,48,1,0,,,8,1,16,27
40103,Oruro,Cercado,El Choro,4010302504,Unidad Educativa Nataniel Aguirre,Av Benemeritos del Chaco y Calle Walter Rocha,12,4010302504009,9,76,72,4,7,0,23,35,65,5,2,,,8,2,16,24
40103,Oruro,Cercado,El Choro,4010302504,Unidad Educativa Nataniel Aguirre,Av Benemeritos del Chaco y Calle Walter Rocha,12,4010302504010,10,277,243,34,23,40,15,115,193,39,11,,,8,0,16,55
40103,Oruro,Cercado,El Choro,4010302504,Unidad Educativa Nataniel Aguirre,Av Benemeritos del Chaco y Calle Walter Rocha,12,4010302504011,11,77,68,9,5,3,12,34,54,9,5,,,8,0,16,8
40103,Oruro,Cercado,El Choro,4010302504,Unidad Educativa Nataniel Aguirre,Av Benemeritos del Chaco y Calle Walter Rocha,12,4010302504012,12,337,297,40,25,40,9,168,242,23,32,,,8,2,16,25
40103,Oruro,Cercado,El Choro,4010302516,Unidad Educativa Kewioal,Qhewioal,9,4010302516001,1,937,745,192,55,35,203,325,618,58,69,,,8,0,16,23
40103,Oruro,Cercado,El Choro,4010302516,Unidad Educativa Kewioal,Qhewioal,9,4010302516002,2,106,100,6,3,6,4,78,91,2,7,,,8,2,16,59
40103,Oruro,Cercado,El Choro,4010302516,Unidad Educativa Kewioal,Qhewioal,9,4010302516003,3,609,576,33,20,33,20,462,535,27,14,,,8,2,16,2
40103,Oruro,Cercado,El Choro,4010302516,Unidad Educativa Kewioal,Qhewioal,9,4010302516004,4,803,699,104,40,89,131,338,598,72,29,,,8,4,16,4
40103,Oruro,Cercado,El Choro,4010302516,Unidad Educativa Kewioal,Qhewioal,9,4010302516005,5,22,20,2,1,0,1,16,18,2,0,,,8,2,16,38
40103,Oruro,Cercado,El Choro,4010302516,Unidad Educativa Kewioal,Qhewioal,9,4010302516006,6,929,914,15,107,99,260,326,792,80,42,,,8,0,17,40
40103,Oruro,Cercado,El Choro,4010302516,Unidad Educativa Kewioal,Qhewioal,9,4010302516007,7,177,142,35,5,16,3,101,125,0,17,,,8,2,17,21
40103,Oruro,Cercado,El Choro,4010302516,Unidad Educativa Kewioal,Qhewioal,9,4010302516008,8,580,507,73,49,42,183,171,445,33,29,,,8,4,16,23
40103,Oruro,Cercado,El Choro,4010302516,Unidad Educativa Kewioal,Qhewioal,9,4010302516009,9,649,579,70,70,14,6,417,507,67,5,,,8,0,16,48
40201,Oruro,Abaroa,Challapata,4020102525,Nucleo Escolar Simon Bolivar (Thiomoko),Cleomedes blanco y Atacama,3,4020102525001,1,51,49,2,5,9,18,10,42,3,4,,,8,3,16,32
40201,Oruro,Abaroa,Challapata,4020102525,Nucleo Escolar Simon Bolivar (Thiomoko),Cleomedes blanco y Atacama,3,4020102525002,2,71,63,8,6,4,1,44,55,6,2,,,8,4,16,43
40201,Oruro,Abaroa,Challapata,4020102525,Nucleo Escolar Simon Bolivar (Thiomoko),Cleomedes blanco y Atacama,3,4020102525003,3,823,820,3,97,95,143,461,796,5,19,,,8,0,16,44
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528001,1,474,403,71,7,79,141,108,335,50,18,,,8,2,16,8
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528002,2,589,538,51,51,12,89,269,421,93,24,,,8,4,16,16
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528003,3,810,662,148,54,103,116,301,574,20,68,,,8,2,16,48
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528004,4,165,154,11,12,15,3,90,120,24,10,,,8,1,16,6
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528005,5,747,746,1,56,65,217,353,691,36,19,,,8,4,16,10
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528006,6,404,382,22,2,76,59,207,344,20,18,,,8,3,16,42
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528007,7,716,688,28,73,39,231,264,607,35,46,,,8,4,16,41
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528008,8,102,88,14,9,2,32,33,76,6,6,,,8,3,16,58
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528009,9,6,6,0,0,1,2,3,6,0,0,,,8,3,16,30
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528010,10,247,230,17,27,20,5,131,183,36,11,,,8,4,16,20
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528011,11,382,357,25,12,44,93,169,318,21,18,,,8,0,16,33
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528012,12,878,794,84,7,92,217,331,647,85,62,,,8,1,16,29
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528013,13,60,56,4,5,5,4,34,48,3,5,,,8,3,16,14
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528014,14,648,588,60,33,88,28,294,443,95,50,,,8,2,16,6
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528015,15,5,5,0,0,0,1,4,5,0,0,,,8,4,16,22
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528016,16,564,540,24,4,45,174,277,500,38,2,,,8,1,16,16
40201,Oruro,Abaroa,Challapata,4020102528,U.E. Lacolaconi,Lacolaconi,17,4020102528017,17,472,454,18,54,81,44,242,421,22,11,,,8,0,16,36
40202,Oruro,Abaroa,Quillacas,4020202545,U.E. Jose Nabo Quintana Navia,Calle Cochabamba frente a la capilla Virgen de Guadalupe,6,4020202545001,1,75,71,4,3,8,10,38,59,7,5,,,8,3,16,58
40202,Oruro,Abaroa,Quillacas,4020202545,U.E. Jose Nabo Quintana Navia,Calle Cochabamba frente a la capilla Virgen de Guadalupe,6,4020202545002,2,128,121,7,12,13,38,29,92,19,10,,,8,1,16,57
40202,Oruro,Abaroa,Quillacas,4020202545,U.E. Jose Nabo Quintana Navia,Calle Cochabamba frente a la capilla Virgen de Guadalupe,6,4020202545003,3,45,36,9,0,6,0,22,28,5,3,,,8,1,16,37
40202,Oruro,Abaroa,Quillacas,4020202545,U.E. Jose Nabo Quintana Navia,Calle Cochabamba frente a la capilla Virgen de Guadalupe,6,4020202545004,4,188,154,34,10,31,23,80,144,7,3,,,8,4,16,8
40202,Oruro,Abaroa,Quillacas,4020202545,U.E. Jose Nabo Quintana Navia,Calle Cochabamba frente a la capilla Virgen de Guadalupe,6,4020202545005,5,921,844,77,37,162,277,298,774,68,2,,,8,3,16,46
40202,Oruro,Abaroa,Quillacas,4020202545,U.E. Jose Nabo Quintana Navia,Calle Cochabamba frente a la capilla Virgen de Guadalupe,6,4020202545006,6,820,705,115,53,122,168,161,504,124,77,,,9,4,16,40
40301,Oruro,Carangas,Corque,4030102551,U.E. El Paso A,Zona Central El Paso,7,4030102551001,1,604,584,20,11,91,104,344,550,3,31,,,8,1,16,21
40301,Oruro,Carangas,Corque,4030102551,U.E. El Paso A,Zona Central El Paso,7,4030102551002,2,741,685,56,77,72,209,201,559,97,29,,,8,1,16,34
40301,Oruro,Carangas,Corque,4030102551,U.E. El Paso A,Zona Central El Paso,7,4030102551003,3,582,459,123,39,44,57,225,365,69,25,,,8,3,16,21
40301,Oruro,Carangas,Corque,4030102551,U.E. El Paso A,Zona Central El Paso,7,4030102551004,4,150,150,0,14,28,1,95,138,0,12,,,8,4,16,40
40301,Oruro,Carangas,Corque,4030102551,U.E. El Paso A,Zona Central El Paso,7,4030102551005,5,560,551,9,50,104,68,249,471,79,1,,,8,0,16,14
40301,Oruro,Carangas,Corque,4030102551,U.E. El Paso A,Zona Central El Paso,7,4030102551006,6,728,714,14,15,126,295,248,684,14,16,,,8,3,16,11
40301,Oruro,Carangas,Corque,4030102551,U.E. El Paso A,Zona Central El Paso,7,4030102551007,7,556,496,60,41,32,137,197,407,66,23,,,8,3,16,31
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558001,1,901,721,180,67,129,179,194,569,92,60,,,8,3,16,13
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558002,2,910,734,176,73,85,42,348,548,122,64,,,8,4,16,2
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558003,3,96,96,0,6,4,34,48,92,3,1,,,8,2,16,35
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558004,4,808,634,174,42,62,212,236,552,82,0,,,8,3,16,28
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558005,5,518,483,35,39,60,147,144,390,56,37,,,8,2,16,4
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558006,6,628,623,5,0,12,192,353,557,8,58,,,8,1,16,50
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558007,7,456,445,11,35,47,13,282,377,62,6,,,8,3,16,1
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558008,8,861,856,5,118,156,50,467,791,41,24,,,8,4,16,21
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558009,9,826,745,81,50,130,12,406,598,126,21,,,8,1,16,52
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558010,10,640,519,121,46,100,53,252,451,51,17,,,8,0,16,9
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558011,11,28,23,5,2,2,9,9,22,0,1,,,8,0,16,15
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558012,12,733,730,3,73,130,232,186,621,47,62,,,8,0,16,22
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558013,13,571,463,108,10,72,69,202,353,70,40,,,8,1,16,48
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558014,14,383,346,37,36,27,9,222,294,51,1,,,8,2,16,52
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558015,15,563,521,42,11,48,53,291,403,74,44,,,8,3,16,48
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558016,16,163,137,26,9,5,27,61,102,20,15,,,8,2,16,38
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558017,17,336,307,29,19,43,32,202,296,7,4,,,8,1,16,53
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558018,18,107,91,16,10,10,11,48,79,10,2,,,8,2,16,44
40301,Oruro,Carangas,Corque,4030102558,Colegio La Salle,Junon y Mayor Rocha,19,4030102558019,19,655,649,6,0,75,118,331,524,66,59,,,8,4,16,27
40301,Oruro,Carangas,Corque,4030102577,U.E. Prof. Jaime Alfonso Escalante Gutierrez,Barrio Magisterio Las Delicias,6,4030102577001,1,414,386,28,43,63,69,128,303,62,21,,,8,3,16,6
40301,Oruro,Carangas,Corque,4030102577,U.E. Prof. Jaime Alfonso Escalante Gutierrez,Barrio Magisterio Las Delicias,6,4030102577002,2,930,742,188,9,89,108,394,600,82,60,,,8,3,16,17
40301,Oruro,Carangas,Corque,4030102577,U.E. Prof. Jaime Alfonso Escalante Gutierrez,Barrio Magisterio Las Delicias,6,4030102577003,3,813,787,26,49,135,232,250,666,94,27,,,8,1,16,24
40301,Oruro,Carangas,Corque,4030102577,U.E. Prof. Jaime Alfonso Escalante Gutierrez,Barrio Magisterio Las Delicias,6,4030102577004,4,324,280,44,31,5,54,157,247,14,19,,,8,2,16,48
40301,Oruro,Carangas,Corque,4030102577,U.E. Prof. Jaime Alfonso Escalante Gutierrez,Barrio Magisterio Las Delicias,6,4030102577005,5,180,167,13,2,18,55,60,135,22,10,,,8,2,16,9
40301,Oruro,Carangas,Corque,4030102577,U.E. Prof. Jaime Alfonso Escalante Gutierrez,Barrio Magisterio Las Delicias,6,4030102577006,6,218,177,41,0,35,59,51,145,20,12,,,8,2,16,50
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583001,1,365,359,6,10,27,28,279,344,12,3,,,8,0,16,58
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583002,2,402,351,51,36,70,2,210,318,7,26,,,8,0,16,7
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583003,3,235,196,39,0,22,12,112,146,35,15,,,8,2,16,34
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583004,4,283,240,43,19,10,31,125,185,41,14,,,8,3,16,12
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583005,5,962,911,51,49,122,224,477,872,4,35,,,8,0,16,43
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583006,6,993,883,110,39,171,225,410,845,12,26,,,8,2,16,0
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583007,7,661,527,134,36,18,91,319,464,37,26,,,8,3,16,54
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583008,8,433,339,94,2,7,37,210,256,45,38,,,8,3,16,39
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583009,9,358,296,62,18,58,100,69,245,50,1,,,8,2,16,29
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583010,10,982,977,5,85,53,156,616,910,57,10,,,8,0,16,9
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583011,11,492,399,93,41,42,126,125,334,59,6,,,8,0,16,14
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583012,12,32,26,6,0,1,1,19,21,4,1,,,8,0,16,7
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583013,13,636,511,125,42,36,1,293,372,79,60,,,8,1,16,18
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583014,14,843,673,170,13,100,2,489,604,69,0,,,8,4,16,42
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583015,15,28,27,1,1,1,7,15,24,1,2,,,8,1,16,20
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583016,16,817,678,139,85,10,154,363,612,15,51,,,8,4,16,1
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583017,17,250,210,40,17,0,68,91,176,30,4,,,8,4,16,55
40302,Oruro,Carangas,Choquecota,4030202583,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18,4030202583018,18,44,39,5,1,2,10,21,34,5,0,,,8,2,16,31
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601001,1,533,434,99,29,46,112,205,392,35,7,,,8,1,16,27
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601002,2,563,557,6,61,52,138,276,527,13,17,,,8,4,16,5
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601003,3,601,568,33,31,19,97,382,529,17,22,,,8,0,16,19
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601004,4,583,545,38,20,56,54,303,433,84,28,,,8,3,16,18
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601005,5,82,81,1,2,9,13,44,68,10,3,,,8,2,16,11
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601006,6,309,244,65,5,18,46,133,202,42,0,,,8,3,16,27
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601007,7,279,244,35,30,8,27,143,208,23,13,,,8,2,16,9
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601008,8,765,676,89,50,42,103,401,596,49,31,,,8,4,16,29
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601009,9,973,932,41,14,141,257,374,786,131,15,,,8,1,16,59
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601010,10,765,605,160,57,30,46,323,456,122,27,,,8,0,16,4
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601011,11,624,607,17,23,59,35,448,565,3,39,,,8,0,17,37
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601012,12,926,891,35,93,146,307,209,755,95,41,,,8,3,16,1
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601013,13,234,197,37,16,26,72,57,171,5,21,,,8,4,16,39
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601014,14,16,13,3,1,1,2,8,12,1,0,,,8,4,16,46
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601015,15,396,340,56,36,8,98,123,265,50,25,,,8,1,16,6
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601016,16,218,211,7,25,27,69,58,179,14,18,,,8,2,16,22
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601017,17,226,221,5,14,20,66,89,189,32,0,,,8,1,16,22
40401,Oruro,Sajama,Curahuara de Carangas,4040102601,Centro de Atencion Al Turista,Incallajta,18,4040102601018,18,266,244,22,18,33,22,153,226,2,16,,,8,3,16,23
